Cycle ID,Cap_Chg(mAh),Cap_DChg(mAh),Specific Capacity-Chg(mAh/g),Specific Capacity-Dchg(mAh/g),Chg/DChg Efficiency(%),Engy_Chg(mWh),Engy_DChg(mWh),REngy_Chg(mWh/g),REngy_Dchg(mWh/g),CC_Chg_Ratio(%),CC_Chg_Cap(mAh),Plat_Cap(mAh),Plat_Capacity Density(mAh/g),Plat_Cap_Efficiency(%),Plat_Time(sec),Capacity_Chg(F),Capacity_DChg(F),IR(O),Mid_value Voltage(V),Discharge Fading Ratio(%),Charge Time(sec),Discharge Time(sec),Charge IR(O),Discharge IR(O),End Temperature(°C),Net Cap_DChg(mAh),Net Engy_DChg(mWh),Energy Efficiency(%),
,Step ID,Step Name,Step Time(sec),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEngergy(mWh/g),Capacitance(F),Start Voltage(V),End Voltage(V),Start Temperature(°C),End Temperature(°C),End Capacity(mAh),Charge Mid-Vol(V),Discharge Mid-Vol(V),DCIR(O),ChargeCap(mAh),DischargeCap(mAh),Engy_Chg(mWh),Engy_DChg(mWh),Net DischargeCap(mAh),Net Engy_DChg(mWh),Raw Step ID,
,,Record ID,Time(sec),Voltage(V),Current(mA),Temperature(°C),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEng(mWh/g),Realtime,Min-T(°C),Max-T(°C),Avg-T(°C),Power(mW),Capacitance_Chg(mAh),Capacitance_DChg(mAh),Engy_Chg(mWh),Engy_DChg(mWh),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact IR(O),
,,115,30.30,0.6463,-0.126,0.0,0.0011,0.8416,0.0013,1.0378,05/03/2022 12:23:47,,,,-0.08,0.0000,0.0011,0.0000,0.0013,-0.0011,-0.8870,5129.772,
,,116,33.70,0.5437,-0.126,0.0,0.0012,0.9360,0.0014,1.0938,05/03/2022 12:23:50,,,,-0.07,0.0000,0.0012,0.0000,0.0014,-0.0012,-0.9204,4315.422,
,,117,37.30,0.4423,-0.126,0.0,0.0013,1.0360,0.0014,1.1429,05/03/2022 12:23:54,,,,-0.06,0.0000,0.0013,0.0000,0.0014,-0.0012,-0.9861,3510.596,
,,118,41.20,0.3407,-0.126,0.0,0.0014,1.1444,0.0015,1.1851,05/03/2022 12:23:58,,,,-0.04,0.0000,0.0014,0.0000,0.0015,-0.0013,-1.0662,2704.183,
,,119,45.50,0.2396,-0.126,0.0,0.0016,1.2638,0.0015,1.2196,05/03/2022 12:24:02,,,,-0.03,0.0000,0.0016,0.0000,0.0015,-0.0015,-1.1813,1901.738,
,,120,50.30,0.1391,-0.126,0.0,0.0018,1.3971,0.0016,1.2445,05/03/2022 12:24:07,,,,-0.02,0.0000,0.0018,0.0000,0.0016,-0.0017,-1.3266,1104.056,
,,121,55.80,0.0378,-0.126,0.0,0.0020,1.5499,0.0016,1.2577,05/03/2022 12:24:12,,,,-0.00,0.0000,0.0020,0.0000,0.0016,-0.0019,-1.5080,300.024,
,,122,57.50,0.0093,-0.126,0.0,0.0020,1.5971,0.0016,1.2588,05/03/2022 12:24:14,,,,-0.00,0.0000,0.0020,0.0000,0.0016,-0.0021,-1.6568,73.815,
4,0.0023,0.0020,1.8424,1.5804,85.781,0.0029,0.0016,2.3019,1.2490,100.00,0.0023,0.0000,0.0000,0.00,0.00,0.00000,0.00000,0.000,0.6501,94.68,66.30,56.90,73.798,84.907,0.0,-0.0003,-0.0013,54.260,
,7,CC_Chg,66.30,0.0023,1.8424,0.0029,2.3019,0.00000,0.0279,2.0002,0.0,0.0,0.0023,1.3467,0.0000,73.798,0.0023,0.0000,0.0000,0.0000,-0.0023,-29.0041,1,
,,123,0.00,0.0279,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 12:24:14,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1082,-85.8652,221.341,
,,124,1.80,0.1283,0.126,0.0,0.0001,0.0500,0.0000,0.0039,05/03/2022 12:24:16,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0006,0.4982,1017.850,
,,125,3.80,0.2294,0.126,0.0,0.0001,0.1056,0.0000,0.0140,05/03/2022 12:24:18,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0007,0.5497,1819.913,
,,126,6.00,0.3307,0.126,0.0,0.0002,0.1667,0.0000,0.0312,05/03/2022 12:24:20,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0008,0.6035,2623.562,
,,127,8.30,0.4315,0.126,0.0,0.0003,0.2306,0.0001,0.0557,05/03/2022 12:24:22,,,,0.05,0.0003,0.0000,0.0001,0.0000,0.0008,0.6341,3423.245,
,,128,10.60,0.5319,0.126,0.0,0.0004,0.2946,0.0001,0.0867,05/03/2022 12:24:25,,,,0.07,0.0004,0.0000,0.0001,0.0000,0.0008,0.6366,4219.754,
,,129,13.00,0.6364,0.126,0.0,0.0005,0.3613,0.0002,0.1258,05/03/2022 12:24:27,,,,0.08,0.0005,0.0000,0.0002,0.0000,0.0008,0.6382,5051.195,
,,130,15.40,0.7384,0.126,0.0,0.0005,0.4279,0.0002,0.1718,05/03/2022 12:24:30,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0008,0.6539,5857.993,
,,131,17.90,0.8398,0.126,0.0,0.0006,0.4974,0.0003,0.2268,05/03/2022 12:24:32,,,,0.11,0.0006,0.0000,0.0003,0.0000,0.0009,0.6851,6662.436,
,,132,20.70,0.9415,0.126,0.0,0.0007,0.5752,0.0004,0.2963,05/03/2022 12:24:35,,,,0.12,0.0007,0.0000,0.0004,0.0000,0.0010,0.7651,7469.258,
,,133,23.50,1.0422,0.126,0.0,0.0008,0.6530,0.0005,0.3736,05/03/2022 12:24:38,,,,0.13,0.0008,0.0000,0.0005,0.0000,0.0010,0.7727,8268.148,
,,134,26.30,1.1442,0.126,0.0,0.0009,0.7308,0.0006,0.4588,05/03/2022 12:24:40,,,,0.14,0.0009,0.0000,0.0006,0.0000,0.0010,0.7628,9077.350,
,,135,29.20,1.2450,0.126,0.0,0.0010,0.8114,0.0007,0.5553,05/03/2022 12:24:43,,,,0.16,0.0010,0.0000,0.0007,0.0000,0.0010,0.7995,9877.033,
,,136,32.40,1.3467,0.126,0.0,0.0011,0.9004,0.0008,0.6707,05/03/2022 12:24:47,,,,0.17,0.0011,0.0000,0.0008,0.0000,0.0011,0.8744,10683.856,
,,137,35.90,1.4484,0.126,0.0,0.0013,0.9976,0.0010,0.8069,05/03/2022 12:24:50,,,,0.18,0.0013,0.0000,0.0010,0.0000,0.0012,0.9564,11490.678,
,,138,39.80,1.5500,0.126,0.0,0.0014,1.1060,0.0012,0.9696,05/03/2022 12:24:54,,,,0.20,0.0014,0.0000,0.0012,0.0000,0.0013,1.0667,12296.708,
,,139,44.10,1.6502,0.126,0.0,0.0015,1.2255,0.0015,1.1610,05/03/2022 12:24:58,,,,0.21,0.0015,0.0000,0.0015,0.0000,0.0015,1.1925,13091.630,
,,140,49.00,1.7516,0.126,0.0,0.0017,1.3616,0.0018,1.3929,05/03/2022 12:25:03,,,,0.22,0.0017,0.0000,0.0018,0.0000,0.0017,1.3428,13896.073,
,,141,54.60,1.8517,0.126,0.0,0.0019,1.5173,0.0021,1.6736,05/03/2022 12:25:09,,,,0.23,0.0019,0.0000,0.0021,0.0000,0.0020,1.5546,14690.202,
,,142,61.90,1.9528,0.126,0.0,0.0022,1.7201,0.0026,2.0601,05/03/2022 12:25:16,,,,0.25,0.0022,0.0000,0.0026,0.0000,0.0025,2.0065,15492.265,
,,143,66.30,2.0002,0.126,0.0,0.0023,1.8424,0.0029,2.3019,05/03/2022 12:25:20,,,,0.25,0.0023,0.0000,0.0029,0.0000,0.0033,2.5796,15868.306,
,8,CC_DChg,56.90,0.0020,1.5804,0.0016,1.2490,0.00000,1.9788,0.0093,0.0,0.0,0.0020,0.0000,0.6501,84.907,0.0000,0.0020,0.0000,0.0016,0.0020,0.0016,2,
,,144,0.00,1.9788,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 12:25:21,,,,-0.25,0.0000,0.0000,0.0000,0.0000,0.1085,86.0930,15706.008,
,,145,1.40,1.8725,-0.126,0.0,0.0000,0.0389,0.0001,0.0747,05/03/2022 12:25:22,,,,-0.24,0.0000,0.0000,0.0000,0.0001,-0.0005,-0.3658,14862.291,
,,146,3.10,1.7705,-0.126,0.0,0.0001,0.0861,0.0002,0.1605,05/03/2022 12:25:24,,,,-0.22,0.0000,0.0001,0.0000,0.0002,-0.0006,-0.4629,14052.703,
,,147,5.00,1.6694,-0.126,0.0,0.0002,0.1389,0.0003,0.2511,05/03/2022 12:25:25,,,,-0.21,0.0000,0.0002,0.0000,0.0003,-0.0007,-0.5220,13250.258,
,,148,7.10,1.5656,-0.126,0.0,0.0002,0.1972,0.0004,0.3453,05/03/2022 12:25:28,,,,-0.20,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5619,12426.383,
,,149,9.30,1.4623,-0.126,0.0,0.0003,0.2583,0.0006,0.4376,05/03/2022 12:25:30,,,,-0.18,0.0000,0.0003,0.0000,0.0006,-0.0007,-0.5915,11606.477,
,,150,11.60,1.3591,-0.126,0.0,0.0004,0.3222,0.0007,0.5276,05/03/2022 12:25:32,,,,-0.17,0.0000,0.0004,0.0000,0.0007,-0.0008,-0.6190,10787.364,
,,151,14.00,1.2558,-0.126,0.0,0.0005,0.3889,0.0008,0.6146,05/03/2022 12:25:34,,,,-0.16,0.0000,0.0005,0.0000,0.0008,-0.0008,-0.6453,9967.458,
,,152,16.40,1.1548,-0.126,0.0,0.0006,0.4555,0.0009,0.6947,05/03/2022 12:25:37,,,,-0.15,0.0000,0.0006,0.0000,0.0009,-0.0008,-0.6600,9165.807,
,,153,18.90,1.0522,-0.126,0.0,0.0007,0.5250,0.0010,0.7712,05/03/2022 12:25:39,,,,-0.13,0.0000,0.0007,0.0000,0.0010,-0.0009,-0.6768,8351.456,
,,154,21.40,0.9520,-0.126,0.0,0.0007,0.5944,0.0011,0.8406,05/03/2022 12:25:42,,,,-0.12,0.0000,0.0007,0.0000,0.0011,-0.0009,-0.6930,7556.155,
,,155,24.00,0.8516,-0.126,0.0,0.0008,0.6666,0.0011,0.9056,05/03/2022 12:25:44,,,,-0.11,0.0000,0.0008,0.0000,0.0011,-0.0009,-0.7193,6759.267,
,,156,26.80,0.7502,-0.126,0.0,0.0009,0.7444,0.0012,0.9677,05/03/2022 12:25:47,,,,-0.09,0.0000,0.0009,0.0000,0.0012,-0.0010,-0.7670,5954.441,
,,157,29.90,0.6501,-0.126,0.0,0.0010,0.8305,0.0013,1.0278,05/03/2022 12:25:50,,,,-0.08,0.0000,0.0010,0.0000,0.0013,-0.0011,-0.8602,5159.933,
,,158,33.30,0.5474,-0.126,0.0,0.0012,0.9249,0.0014,1.0841,05/03/2022 12:25:54,,,,-0.07,0.0000,0.0012,0.0000,0.0014,-0.0012,-0.9195,4344.789,
,,159,36.90,0.4454,-0.126,0.0,0.0013,1.0249,0.0014,1.1335,05/03/2022 12:25:57,,,,-0.06,0.0000,0.0013,0.0000,0.0014,-0.0012,-0.9803,3535.201,
,,160,40.70,0.3453,-0.126,0.0,0.0014,1.1305,0.0015,1.1750,05/03/2022 12:26:01,,,,-0.04,0.0000,0.0014,0.0000,0.0015,-0.0013,-1.0544,2740.694,
,,161,44.90,0.2442,-0.126,0.0,0.0016,1.2471,0.0015,1.2091,05/03/2022 12:26:05,,,,-0.03,0.0000,0.0016,0.0000,0.0015,-0.0015,-1.1539,1938.249,
,,162,49.60,0.1435,-0.126,0.0,0.0017,1.3777,0.0016,1.2342,05/03/2022 12:26:10,,,,-0.02,0.0000,0.0017,0.0000,0.0016,-0.0016,-1.2964,1138.979,
,,163,55.00,0.0418,-0.126,0.0,0.0019,1.5277,0.0016,1.2477,05/03/2022 12:26:15,,,,-0.01,0.0000,0.0019,0.0000,0.0016,-0.0019,-1.4748,331.772,
,,164,56.90,0.0093,-0.126,0.0,0.0020,1.5804,0.0016,1.2490,05/03/2022 12:26:17,,,,-0.00,0.0000,0.0020,0.0000,0.0016,-0.0020,-1.6238,73.815,
5,0.0023,0.0020,1.8063,1.5665,86.728,0.0028,0.0016,2.2502,1.2412,100.00,0.0023,0.0000,0.0000,0.00,0.00,0.00000,0.00000,0.000,0.7406,93.84,65.00,56.40,71.020,89.668,0.0,-0.0003,-0.0013,55.159,
,9,CC_Chg,65.00,0.0023,1.8063,0.0028,2.2502,0.00000,0.0272,2.0005,0.0,0.0,0.0023,1.3485,0.0000,71.020,0.0023,0.0000,0.0000,0.0000,-0.0023,-28.3521,1,
,,165,0.00,0.0272,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 12:26:17,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1112,-88.2919,215.787,
,,166,1.80,0.1277,0.126,0.0,0.0001,0.0500,0.0000,0.0039,05/03/2022 12:26:19,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0006,0.4977,1013.090,
,,167,3.80,0.2287,0.126,0.0,0.0001,0.1056,0.0000,0.0140,05/03/2022 12:26:21,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0007,0.5503,1814.359,
,,168,6.00,0.3311,0.126,0.0,0.0002,0.1667,0.0000,0.0313,05/03/2022 12:26:23,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0008,0.5970,2626.735,
,,169,8.30,0.4346,0.126,0.0,0.0003,0.2306,0.0001,0.0559,05/03/2022 12:26:26,,,,0.05,0.0003,0.0000,0.0001,0.0000,0.0008,0.6175,3447.838,
,,170,10.60,0.5372,0.126,0.0,0.0004,0.2946,0.0001,0.0871,05/03/2022 12:26:28,,,,0.07,0.0004,0.0000,0.0001,0.0000,0.0008,0.6230,4261.801,
,,171,12.90,0.6386,0.126,0.0,0.0005,0.3585,0.0002,0.1248,05/03/2022 12:26:30,,,,0.08,0.0005,0.0000,0.0002,0.0000,0.0008,0.6303,5066.244,
,,172,15.30,0.7406,0.126,0.0,0.0005,0.4252,0.0002,0.1710,05/03/2022 12:26:33,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0008,0.6539,5875.446,
,,173,17.80,0.8413,0.126,0.0,0.0006,0.4946,0.0003,0.2262,05/03/2022 12:26:35,,,,0.11,0.0006,0.0000,0.0003,0.0000,0.0009,0.6899,6674.336,
,,174,20.60,0.9446,0.126,0.0,0.0007,0.5724,0.0004,0.2958,05/03/2022 12:26:38,,,,0.12,0.0007,0.0000,0.0004,0.0000,0.0009,0.7532,7493.852,
,,175,23.30,1.0447,0.126,0.0,0.0008,0.6475,0.0005,0.3706,05/03/2022 12:26:41,,,,0.13,0.0008,0.0000,0.0005,0.0000,0.0009,0.7495,8287.981,
,,176,26.00,1.1461,0.126,0.0,0.0009,0.7225,0.0006,0.4529,05/03/2022 12:26:43,,,,0.14,0.0009,0.0000,0.0006,0.0000,0.0009,0.7399,9092.424,
,,177,28.90,1.2484,0.126,0.0,0.0010,0.8031,0.0007,0.5496,05/03/2022 12:26:46,,,,0.16,0.0010,0.0000,0.0007,0.0000,0.0010,0.7877,9904.006,
,,178,32.00,1.3485,0.126,0.0,0.0011,0.8892,0.0008,0.6616,05/03/2022 12:26:49,,,,0.17,0.0011,0.0000,0.0008,0.0000,0.0011,0.8606,10698.136,
,,179,35.40,1.4490,0.126,0.0,0.0012,0.9837,0.0010,0.7940,05/03/2022 12:26:53,,,,0.18,0.0012,0.0000,0.0010,0.0000,0.0012,0.9401,11495.438,
,,180,39.20,1.5497,0.126,0.0,0.0014,1.0893,0.0012,0.9525,05/03/2022 12:26:57,,,,0.20,0.0014,0.0000,0.0012,0.0000,0.0013,1.0486,12294.328,
,,181,43.40,1.6511,0.126,0.0,0.0015,1.2060,0.0014,1.1396,05/03/2022 12:27:01,,,,0.21,0.0015,0.0000,0.0014,0.0000,0.0015,1.1510,13098.770,
,,182,48.10,1.7516,0.126,0.0,0.0017,1.3366,0.0017,1.3620,05/03/2022 12:27:05,,,,0.22,0.0017,0.0000,0.0017,0.0000,0.0016,1.2996,13896.073,
,,183,53.60,1.8523,0.126,0.0,0.0019,1.4895,0.0021,1.6378,05/03/2022 12:27:11,,,,0.23,0.0019,0.0000,0.0021,0.0000,0.0019,1.5178,14694.962,
,,184,60.70,1.9531,0.126,0.0,0.0021,1.6868,0.0025,2.0138,05/03/2022 12:27:18,,,,0.25,0.0021,0.0000,0.0025,0.0000,0.0025,1.9573,15494.645,
,,185,65.00,2.0005,0.126,0.0,0.0023,1.8063,0.0028,2.2502,05/03/2022 12:27:22,,,,0.25,0.0023,0.0000,0.0028,0.0000,0.0032,2.5209,15870.686,
,10,CC_DChg,56.40,0.0020,1.5665,0.0016,1.2412,0.00000,1.9779,0.0096,0.0,0.0,0.0020,0.0000,0.7406,89.668,0.0000,0.0020,0.0000,0.0016,0.0020,0.0016,2,
,,186,0.00,1.9779,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 12:27:22,,,,-0.25,0.0000,0.0000,0.0000,0.0000,0.1007,79.9233,15698.865,
,,187,1.40,1.8734,-0.126,0.0,0.0000,0.0389,0.0001,0.0747,05/03/2022 12:27:24,,,,-0.24,0.0000,0.0000,0.0000,0.0001,-0.0005,-0.3721,14869.434,
,,188,3.10,1.7711,-0.126,0.0,0.0001,0.0861,0.0002,0.1605,05/03/2022 12:27:25,,,,-0.22,0.0000,0.0001,0.0000,0.0002,-0.0006,-0.4616,14057.465,
,,189,5.00,1.6682,-0.126,0.0,0.0002,0.1389,0.0003,0.2511,05/03/2022 12:27:27,,,,-0.21,0.0000,0.0002,0.0000,0.0003,-0.0006,-0.5129,13240.733,
,,190,7.10,1.5637,-0.126,0.0,0.0002,0.1972,0.0004,0.3452,05/03/2022 12:27:29,,,,-0.20,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5582,12411.302,
,,191,9.30,1.4614,-0.126,0.0,0.0003,0.2583,0.0006,0.4375,05/03/2022 12:27:32,,,,-0.18,0.0000,0.0003,0.0000,0.0006,-0.0008,-0.5973,11599.333,
,,192,11.60,1.3572,-0.126,0.0,0.0004,0.3222,0.0007,0.5273,05/03/2022 12:27:34,,,,-0.17,0.0000,0.0004,0.0000,0.0007,-0.0008,-0.6131,10772.284,
,,193,14.00,1.2527,-0.126,0.0,0.0005,0.3889,0.0008,0.6141,05/03/2022 12:27:36,,,,-0.16,0.0000,0.0005,0.0000,0.0008,-0.0008,-0.6379,9942.853,
,,194,16.40,1.1514,-0.126,0.0,0.0006,0.4555,0.0009,0.6941,05/03/2022 12:27:39,,,,-0.15,0.0000,0.0006,0.0000,0.0009,-0.0008,-0.6580,9138.821,
,,195,18.90,1.0484,-0.126,0.0,0.0007,0.5250,0.0010,0.7704,05/03/2022 12:27:41,,,,-0.13,0.0000,0.0007,0.0000,0.0010,-0.0008,-0.6742,8321.295,
,,196,21.50,0.9452,-0.126,0.0,0.0008,0.5972,0.0011,0.8422,05/03/2022 12:27:44,,,,-0.12,0.0000,0.0008,0.0000,0.0011,-0.0009,-0.6998,7502.183,
,,197,24.10,0.8441,-0.126,0.0,0.0008,0.6694,0.0011,0.9066,05/03/2022 12:27:46,,,,-0.11,0.0000,0.0008,0.0000,0.0011,-0.0009,-0.7143,6699.738,
,,198,26.90,0.7406,-0.126,0.0,0.0009,0.7472,0.0012,0.9680,05/03/2022 12:27:49,,,,-0.09,0.0000,0.0009,0.0000,0.0012,-0.0009,-0.7514,5878.244,
,,199,30.00,0.6405,-0.126,0.0,0.0010,0.8333,0.0013,1.0273,05/03/2022 12:27:52,,,,-0.08,0.0000,0.0010,0.0000,0.0013,-0.0011,-0.8602,5083.737,
,,200,33.40,0.5375,-0.126,0.0,0.0012,0.9277,0.0014,1.0827,05/03/2022 12:27:56,,,,-0.07,0.0000,0.0012,0.0000,0.0014,-0.0012,-0.9169,4266.212,
,,201,37.00,0.4349,-0.126,0.0,0.0013,1.0277,0.0014,1.1311,05/03/2022 12:27:59,,,,-0.05,0.0000,0.0013,0.0000,0.0014,-0.0012,-0.9746,3451.861,
,,202,40.90,0.3323,-0.126,0.0,0.0014,1.1360,0.0015,1.1725,05/03/2022 12:28:03,,,,-0.04,0.0000,0.0014,0.0000,0.0015,-0.0013,-1.0558,2637.511,
,,203,45.20,0.2300,-0.126,0.0,0.0016,1.2555,0.0015,1.2059,05/03/2022 12:28:08,,,,-0.03,0.0000,0.0016,0.0000,0.0015,-0.0015,-1.1675,1825.542,
,,204,49.90,0.1298,-0.126,0.0,0.0017,1.3860,0.0015,1.2291,05/03/2022 12:28:12,,,,-0.02,0.0000,0.0017,0.0000,0.0015,-0.0016,-1.3028,1030.240,
,,205,55.30,0.0285,-0.126,0.0,0.0019,1.5360,0.0016,1.2406,05/03/2022 12:28:18,,,,-0.00,0.0000,0.0019,0.0000,0.0016,-0.0019,-1.4806,226.208,
,,206,56.40,0.0096,-0.126,0.0,0.0020,1.5665,0.0016,1.2412,05/03/2022 12:28:19,,,,-0.00,0.0000,0.0020,0.0000,0.0016,-0.0020,-1.6166,76.197,
6,0.0022,0.0020,1.7757,1.5554,87.595,0.0028,0.0016,2.2053,1.2337,100.00,0.0022,0.0000,0.0000,0.00,0.00,0.00000,0.00000,0.000,0.6498,93.18,63.90,56.00,76.178,83.717,0.0,-0.0003,-0.0012,55.941,
,11,CC_Chg,63.90,0.0022,1.7757,0.0028,2.2053,0.00000,0.0288,2.0005,0.0,0.0,0.0022,1.3625,0.0000,76.178,0.0022,0.0000,0.0000,0.0000,-0.0022,-0.0278,1,
,,207,0.00,0.0288,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 12:28:19,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1028,-81.5906,228.481,
,,208,1.90,0.1342,0.126,0.0,0.0001,0.0528,0.0000,0.0043,05/03/2022 12:28:21,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0006,0.5009,1064.657,
,,209,3.90,0.2349,0.126,0.0,0.0001,0.1084,0.0000,0.0147,05/03/2022 12:28:23,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0007,0.5519,1863.546,
,,210,6.10,0.3379,0.126,0.0,0.0002,0.1695,0.0000,0.0323,05/03/2022 12:28:25,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0007,0.5935,2680.682,
,,211,8.40,0.4423,0.126,0.0,0.0003,0.2334,0.0001,0.0574,05/03/2022 12:28:27,,,,0.06,0.0003,0.0000,0.0001,0.0000,0.0008,0.6122,3508.925,
,,212,10.70,0.5450,0.126,0.0,0.0004,0.2973,0.0001,0.0891,05/03/2022 12:28:30,,,,0.07,0.0004,0.0000,0.0001,0.0000,0.0008,0.6223,4323.681,
,,213,13.00,0.6473,0.126,0.0,0.0005,0.3613,0.0002,0.1274,05/03/2022 12:28:32,,,,0.08,0.0005,0.0000,0.0002,0.0000,0.0008,0.6248,5135.264,
,,214,15.40,0.7505,0.126,0.0,0.0005,0.4279,0.0002,0.1741,05/03/2022 12:28:34,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0008,0.6463,5953.987,
,,215,18.00,0.8534,0.126,0.0,0.0006,0.5002,0.0003,0.2323,05/03/2022 12:28:37,,,,0.11,0.0006,0.0000,0.0003,0.0000,0.0009,0.7021,6770.329,
,,216,20.80,0.9573,0.126,0.0,0.0007,0.5780,0.0004,0.3029,05/03/2022 12:28:40,,,,0.12,0.0007,0.0000,0.0004,0.0000,0.0009,0.7489,7594.605,
,,217,23.40,1.0574,0.126,0.0,0.0008,0.6503,0.0005,0.3758,05/03/2022 12:28:42,,,,0.13,0.0008,0.0000,0.0005,0.0000,0.0009,0.7218,8388.735,
,,218,26.10,1.1600,0.126,0.0,0.0009,0.7253,0.0006,0.4592,05/03/2022 12:28:45,,,,0.15,0.0009,0.0000,0.0006,0.0000,0.0009,0.7313,9202.697,
,,219,29.00,1.2614,0.126,0.0,0.0010,0.8059,0.0007,0.5569,05/03/2022 12:28:48,,,,0.16,0.0010,0.0000,0.0007,0.0000,0.0010,0.7948,10007.140,
,,220,32.10,1.3625,0.126,0.0,0.0011,0.8920,0.0008,0.6702,05/03/2022 12:28:51,,,,0.17,0.0011,0.0000,0.0008,0.0000,0.0011,0.8521,10809.203,
,,221,35.50,1.4629,0.126,0.0,0.0012,0.9865,0.0010,0.8038,05/03/2022 12:28:54,,,,0.18,0.0012,0.0000,0.0010,0.0000,0.0012,0.9411,11605.712,
,,222,39.30,1.5646,0.126,0.0,0.0014,1.0921,0.0012,0.9639,05/03/2022 12:28:58,,,,0.20,0.0014,0.0000,0.0012,0.0000,0.0013,1.0383,12412.535,
,,223,43.50,1.6663,0.126,0.0,0.0015,1.2088,0.0015,1.1528,05/03/2022 12:29:02,,,,0.21,0.0015,0.0000,0.0015,0.0000,0.0014,1.1476,13219.357,
,,224,48.20,1.7677,0.126,0.0,0.0017,1.3394,0.0017,1.3773,05/03/2022 12:29:07,,,,0.22,0.0017,0.0000,0.0017,0.0000,0.0016,1.2881,14023.800,
,,225,53.80,1.8694,0.126,0.0,0.0019,1.4950,0.0021,1.6607,05/03/2022 12:29:13,,,,0.24,0.0019,0.0000,0.0021,0.0000,0.0019,1.5301,14830.623,
,,226,61.10,1.9698,0.126,0.0,0.0021,1.6979,0.0026,2.0508,05/03/2022 12:29:20,,,,0.25,0.0021,0.0000,0.0026,0.0000,0.0025,2.0205,15627.132,
,,227,63.90,2.0005,0.126,0.0,0.0022,1.7757,0.0028,2.2053,05/03/2022 12:29:23,,,,0.25,0.0022,0.0000,0.0028,0.0000,0.0032,2.5345,15870.686,
,12,CC_DChg,56.00,0.0020,1.5554,0.0016,1.2337,0.00000,1.9794,0.0089,0.0,0.0,0.0020,0.0000,0.6498,83.717,0.0000,0.0020,0.0000,0.0016,0.0020,0.0016,2,
,,228,0.00,1.9794,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 12:29:23,,,,-0.25,0.0000,0.0000,0.0000,0.0000,0.1060,84.1563,15710.771,
,,229,1.40,1.8725,-0.126,0.0,0.0000,0.0389,0.0001,0.0747,05/03/2022 12:29:24,,,,-0.24,0.0000,0.0000,0.0000,0.0001,-0.0005,-0.3637,14862.291,
,,230,3.10,1.7702,-0.126,0.0,0.0001,0.0861,0.0002,0.1605,05/03/2022 12:29:26,,,,-0.22,0.0000,0.0001,0.0000,0.0002,-0.0006,-0.4616,14050.321,
,,231,5.00,1.6682,-0.126,0.0,0.0002,0.1389,0.0003,0.2511,05/03/2022 12:29:28,,,,-0.21,0.0000,0.0002,0.0000,0.0003,-0.0007,-0.5174,13240.733,
,,232,7.00,1.5680,-0.126,0.0,0.0002,0.1944,0.0004,0.3408,05/03/2022 12:29:30,,,,-0.20,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5544,12445.432,
,,233,9.20,1.4636,-0.126,0.0,0.0003,0.2555,0.0005,0.4333,05/03/2022 12:29:32,,,,-0.18,0.0000,0.0003,0.0000,0.0005,-0.0007,-0.5853,11616.795,
,,234,11.50,1.3594,-0.126,0.0,0.0004,0.3194,0.0007,0.5233,05/03/2022 12:29:34,,,,-0.17,0.0000,0.0004,0.0000,0.0007,-0.0008,-0.6131,10789.745,
,,235,13.80,1.2593,-0.126,0.0,0.0005,0.3833,0.0008,0.6068,05/03/2022 12:29:37,,,,-0.16,0.0000,0.0005,0.0000,0.0008,-0.0008,-0.6382,9995.238,
,,236,16.20,1.1573,-0.126,0.0,0.0006,0.4500,0.0009,0.6871,05/03/2022 12:29:39,,,,-0.15,0.0000,0.0006,0.0000,0.0009,-0.0008,-0.6536,9185.650,
